   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86   9.4704684e-91   4.8048693e-95   1.9520090e-99  6.3499773e-104  1.6540653e-108  3.4500328e-113  5.7621416e-118
   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86   9.4704684e-91   4.8048693e-95   1.9520090e-99  6.3499773e-104  1.6540653e-108  3.4500328e-113
   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86   9.4704684e-91   4.8048693e-95   1.9520090e-99  6.3499773e-104  1.6540653e-108
   9.1969860e+02   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86   9.4704684e-91   4.8048693e-95   1.9520090e-99  6.3499773e-104
   4.2253329e+02   9.1969860e+02   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86   9.4704684e-91   4.8048693e-95   1.9520090e-99
   1.5544131e+02   4.2253329e+02   9.1969860e+02   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86   9.4704684e-91   4.8048693e-95
   4.5789097e+01   1.5544131e+02   4.2253329e+02   9.1969860e+02   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86   9.4704684e-91
   1.0800599e+01   4.5789097e+01   1.5544131e+02   4.2253329e+02   9.1969860e+02   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82   1.4946911e-86
   2.0399696e+00   1.0800599e+01   4.5789097e+01   1.5544131e+02   4.2253329e+02   9.1969860e+02   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78   1.8889548e-82
   3.0852451e-01   2.0399696e+00   1.0800599e+01   4.5789097e+01   1.5544131e+02   4.2253329e+02   9.1969860e+02   1.6029510e+03   2.2370983e+03   2.5000000e+03   2.2370983e+03   1.6029510e+03   9.1969860e+02   4.2253329e+02   1.5544131e+02   4.5789097e+01   1.0800599e+01   2.0399696e+00   3.0852451e-01   3.7363346e-02   3.6231972e-03   2.8133794e-04   1.7492615e-05   8.7090602e-07   3.4719860e-08   1.1083444e-09   2.8330983e-11   5.7988071e-13   9.5039860e-15   1.2472773e-16   1.3107214e-18   1.1029298e-20   7.4314825e-23   4.0095272e-25   1.7322118e-27   5.9923742e-30   1.6599193e-32   3.6818419e-35   6.5393325e-38   9.3001899e-41   1.0591082e-43   9.6578167e-47   7.0519252e-50   4.1231255e-53   1.9303476e-56   7.2366008e-60   2.1723201e-63   5.2215944e-67   1.0050151e-70   1.5489312e-74   1.9115329e-78
